YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2009,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,9.6,,,1.6,6.4,12.8,1051,Male,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2009,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.9,,,0.6,0.8,3,1143,Male,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2009,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,0.6,,,0.2,0.2,1,1187,Female,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2009,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.3,,,0.4,0.5,2.1,1150,Female,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2009,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,2.6,,,0.5,1.7,3.5,2347,Overall,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2009,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,10.4,,,1.3,7.9,12.9,2214,Overall,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2009,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,3.6,,,0.8,2.1,5.1,1149,Male,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2009,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,16.3,,,2.1,12.1,20.5,1052,Male,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2009,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,4.1,,,0.7,2.7,5.5,1149,Female,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2009,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,1.4,,,0.4,0.7,2.1,1190,Female,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2009,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.2,,,0.3,0.6,1.8,2214,Overall,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2009,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.3,,,0.1,0.1,0.5,2338,Overall,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2009,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,2.2,,,0.5,1.2,3.2,1051,Male,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2009,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.3,,,0.2,0,0.6,1143,Male,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2009,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.1,,,0.2,0,0.4,1150,Female,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2009,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.1,,,0.1,0,0.2,1187,Female,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2009,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,60.5,,,2.9,54.9,66.1,246,Overall,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2009,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,41.9,,,4.5,33,50.8,93,Overall,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2009,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,43.9,,,5.8,32.6,55.2,56,Male,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2
2009,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,58,,,3.9,50.3,65.7,133,Male,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2009,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2009,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,63.4,,,4.2,55.2,71.6,113,Female,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2009,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,47.8,,,4.2,39.6,56,107,Overall,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2009,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,56.8,,,2.4,52,61.6,260,Overall,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4
2009,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,53.6,,,3.9,46,61.2,142,Male,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2009,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,43.7,,,4.9,34.1,53.3,67,Male,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2009,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2009,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,60.8,,,4.5,52,69.6,118,Female,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.1,,,0.7,4.7,7.5,1950,Overall,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.4,,,1.7,12.1,18.7,1904,Overall,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.8,,,1,5.8,9.8,923,Male,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,17.2,,,2.1,13.1,21.3,905,Male,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.4,,,0.7,3,5.8,1024,Female,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,13.6,,,2,9.6,17.6,995,Female,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,25,,,1.7,21.7,28.3,1880,Overall,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,43.8,,,2.2,39.5,48.1,1874,Overall,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,29.9,,,2.5,25,34.8,888,Male,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,48.8,,,2.6,43.8,53.8,884,Male,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,20,,,1.9,16.2,23.8,989,Female,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,39,,,2.7,33.8,44.2,989,Female,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.3,,,0.4,0.6,2,1950,Overall,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,5.9,,,1,3.9,7.9,1904,Overall,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,7.4,,,1.4,4.7,10.1,905,Male,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.5,,,0.5,0.5,2.5,923,Male,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1,,,0.4,0.3,1.7,1024,Female,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,4.5,,,1,2.6,6.4,995,Female,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,8.2,,,1.1,6,10.4,1897,Overall,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,6.7,,,1,4.8,8.6,1927,Overall,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,10.1,,,1.6,7,13.2,911,Male,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,15.1,,,1.9,11.4,18.8,898,Male,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.6,,,0.5,0.7,2.5,995,Female,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,3.2,,,0.6,2.1,4.3,1013,Female,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,12.9,,,1.4,10.2,15.6,1971,Overall,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,17.7,,,1.7,14.3,21.1,1925,Overall,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,17.9,,,2.1,13.7,22.1,934,Male,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,27.4,,,2.4,22.6,32.2,916,Male,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,7.8,,,1,5.9,9.7,1034,Female,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,8,,,1.4,5.3,10.7,1006,Female,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,3.3,,,0.5,2.3,4.3,1897,Overall,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.3,,,0.3,0.8,1.8,1927,Overall,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,2.2,,,0.5,1.2,3.2,911,Male,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,6.2,,,1,4.2,8.2,898,Male,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.4,,,0.2,0.1,0.7,1013,Female,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.5,,,0.2,0.1,0.9,995,Female,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2009,HI,Hawaii,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Races,All Ages,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2009,HI,Hawaii,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,60.5,,,5.7,49.3,71.7,128,Overall,All Races,All Ages,High School,"(21.304850435000446, -157.85774940299973)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2009,HI,Hawaii,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Male,All Races,All Ages,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2
2009,HI,Hawaii,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,57.8,,,7.4,43.2,72.4,54,Male,All Races,All Ages,High School,"(21.304850435000446, -157.85774940299973)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2009,HI,Hawaii,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,62.3,,,6.1,50.3,74.3,73,Female,All Races,All Ages,High School,"(21.304850435000446, -157.85774940299973)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2009,HI,Hawaii,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2009,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.5,,,0.7,3.2,5.8,1582,Overall,All Races,All Ages,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2009,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.3,,,1.3,8.8,13.8,1443,Overall,All Races,All Ages,High School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
2009,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.5,,,1.2,8.2,12.8,667,Male,All Races,All Ages,High School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
2009,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.6,,,0.8,2,5.2,724,Male,All Races,All Ages,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2009,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.4,,,1,3.4,7.4,851,Female,All Races,All Ages,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2009,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.9,,,1.8,8.3,15.5,767,Female,All Races,All Ages,High School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2009,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,36.9,,,1.6,33.7,40.1,1450,Overall,All Races,All Ages,High School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8
2009,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,17.2,,,1.9,13.4,21,1581,Overall,All Races,All Ages,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2009,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,35.7,,,1.9,32,39.4,671,Male,All Races,All Ages,High School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2009,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,15.4,,,2.1,11.2,19.6,721,Male,All Races,All Ages,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2009,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,19.2,,,2.2,14.8,23.6,854,Female,All Races,All Ages,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2009,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,38.3,,,1.9,34.5,42.1,770,Female,All Races,All Ages,High School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2009,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,3.8,,,0.7,2.5,5.1,1443,Overall,All Races,All Ages,High School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2009,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.4,,,0.2,0,0.8,1582,Overall,All Races,All Ages,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2009,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,4.5,,,0.7,3.1,5.9,667,Male,All Races,All Ages,High School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2009,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.1,,,0.2,0,0.4,724,Male,All Races,All Ages,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
