subType,name,block,type,numLanes,project,route,length,dateInstalled
STRPRD,CLARKS LANE,3500 BLK CLARKS LANE,SIGNED ROUTE,2,PARK HEIGHTS BIKE NETWORK,CROSS COUNTRY,592.68096223999999,2010
STRPRD,CLARKS LANE,3600 BLK CLARKS LANE,SHARROW,2,OPERATION ORANGE CONE, ,447.82002735999998,2008
STRPRD,CLARKS LANE,3700 BLK CLARKS LANE,SHARROW,2,OPERATION ORANGE CONE, ,727.66315342999997,2008
STRPRD,CLARKS LANE,3900 BLK CLARKS LANE,SHARROW,2,OPERATION ORANGE CONE, ,504.04002234000001,2008
STRPRD,CLARKS LANE,4000 BLK CLARKS LANE,SHARROW,2,OPERATION ORANGE CONE, ,225.96734087999999,2008
STRPRD,CORSE AVE,3900 BLK CORSE AVE,SHARROW,2,OPERATION ORANGE CONE, ,812.96709993000002,2010
STRPRD,CROSS COUNTRY BLVD, ,SHARROW,1,PARK HEIGHTS BIKE NETWORK,NORTHERN,153.91543394000001,2010
STRPRD,CROSS COUNTRY BLVD, ,SHARROW,1,PARK HEIGHTS BIKE NETWORK,NORTHERN,163.37455428000001,2010
STRPRD,CROSS COUNTRY BLVD, ,SHARROW,1,PARK HEIGHTS BIKE NETWORK,NORTHERN,254.10264760999999,2010
STRPRD,CROSS COUNTRY BLVD,2200 BLK CROSS COUNTRY BLVD,BIKE LANE,1,TRAFFIC,NORTHERN,1786.99011531,2008
STRPRD,CROSS COUNTRY BLVD,2400 BLK CROSS COUNTRY BLVD,BIKE LANE,1,TRAFFIC,NORTHERN,855.55407746000003,2008
STRPRD,CROSS COUNTRY BLVD,2500 BLK CROSS COUNTRY BLVD,SHARROW,1,PARK HEIGHTS BIKE NETWORK,NORTHERN,636.00763117999998,2010
STRPRD,CROSS COUNTRY BLVD,5900 BLK CROSS COUNTRY BLVD,SHARROW,1,PARK HEIGHTS BIKE NETWORK,NORTHERN,288.73642648999999,2010
STRPRD,CROSS COUNTRY BLVD,5900 BLK CROSS COUNTRY BLVD,SIGNED ROUTE,2,PARK HEIGHTS BIKE NETWORK,CROSS COUNTRY,289.90809021000001,2010
STRPRD,CROSS COUNTRY BLVD,5900 BLK CROSS COUNTRY BLVD,SIGNED ROUTE,2,PARK HEIGHTS BIKE NETWORK,CROSS COUNTRY,391.25985709000003,2010
STRPRD,CROSS COUNTRY BLVD,5900 BLK CROSS COUNTRY BLVD,SIGNED ROUTE,2,PARK HEIGHTS BIKE NETWORK,CROSS COUNTRY,421.16533347000001,2010
STRPRD,CROSS COUNTRY BLVD,5900 BLK CROSS COUNTRY BLVD,SIGNED ROUTE,2,PARK HEIGHTS BIKE NETWORK,CROSS COUNTRY,1282.70551499,2010
STRPRD,CROSS COUNTRY BLVD,6000 BLK CROSS COUNTRY BLVD,SIGNED ROUTE,2,PARK HEIGHTS BIKE NETWORK,CROSS COUNTRY,698.33535173999996,2010
STRPRD,CROSS COUNTRY BLVD,6100 BLK CROSS COUNTRY BLVD,SIGNED ROUTE,2,PARK HEIGHTS BIKE NETWORK,CROSS COUNTRY,657.91464159999998,2010
STRPRD,CROSS COUNTRY BLVD,6200 BLK CROSS COUNTRY BLVD,SIGNED ROUTE,2,PARK HEIGHTS BIKE NETWORK,CROSS COUNTRY,484.02884065000001,2010
STRPRD,CROSS COUNTRY BLVD,6300 BLK CROSS COUNTRY BLVD,SIGNED ROUTE,2,PARK HEIGHTS BIKE NETWORK,CROSS COUNTRY,1208.4516104100001,2010
STRPRD,CROSS COUNTRY BLVD,6500 BLK CROSS COUNTRY BLVD,SIGNED ROUTE,2,PARK HEIGHTS BIKE NETWORK,CROSS COUNTRY,1289.8296715900001,2010
STRPRD,CURRAN DR,2900 BLK CURRAN DR,BIKE LANE,1,COLLEGETOWN, ,1404.0963490700001,2007
STRPRD,CURRAN DR,3400 BLK CURRAN DR,BIKE LANE,1,COLLEGETOWN, ,302.53394700000001,2007
STRPRD,CURRAN DR,3500 BLK CURRAN DR,BIKE LANE,1,COLLEGETOWN, ,975.99450406000005,2007
STRPRD,DOLFIELD AVE, ,SHARROW,2,PARK HEIGHTS BIKE NETWORK, ,41.035625869999997,2010
STRPRD,DOLFIELD AVE, ,SHARROW,2,PARK HEIGHTS BIKE NETWORK, ,185.27547419000001,2010
STRPRD,DOLFIELD AVE, ,SHARROW,2,PARK HEIGHTS BIKE NETWORK, ,244.61132297,2010
STRPRD,DOLFIELD AVE,3300 BLK DOLFIELD AVE,SHARROW,2,PARK HEIGHTS BIKE NETWORK, ,104.59622985,2010
STRPRD,DOLFIELD AVE,3300 BLK DOLFIELD AVE,SHARROW,2,PARK HEIGHTS BIKE NETWORK, ,160.03864401999999,2010
STRPRD,DOLFIELD AVE,3300 BLK DOLFIELD AVE,SHARROW,2,PARK HEIGHTS BIKE NETWORK, ,245.44962437999999,2010
STRPRD,DOLFIELD AVE,3300 BLK DOLFIELD AVE,SHARROW,2,PARK HEIGHTS BIKE NETWORK, ,428.30204743000002,2010
STRPRD,DOLFIELD AVE,3400 BLK DOLFIELD AVE,SHARROW,2,PARK HEIGHTS BIKE NETWORK, ,230.26635722,2010
STRPRD,DOLFIELD AVE,3400 BLK DOLFIELD AVE,SHARROW,2,PARK HEIGHTS BIKE NETWORK, ,270.12585416000002,2010
STRPRD,DOLFIELD AVE,3400 BLK DOLFIELD AVE,SHARROW,2,PARK HEIGHTS BIKE NETWORK, ,324.62169446000001,2010
STRPRD,DOLFIELD AVE,3500 BLK DOLFIELD AVE,SHARROW,2,PARK HEIGHTS BIKE NETWORK, ,353.24802808999999,2010
STRPRD,DOLFIELD AVE,3500 BLK DOLFIELD AVE,SHARROW,2,PARK HEIGHTS BIKE NETWORK, ,556.33833777999996,2010
STRPRD,DRUID PARK LAKE DR,900 BLK DRUID PARK LAKE DR,BIKE LANE,1,MAINTENANCE, ,688.70665332999999,2009
STRPRD,E 33RD ST, ,BIKE LANE,1,COLLEGETOWN, ,24.00709518,2007
STRPRD,E 33RD ST, ,BIKE LANE,1,COLLEGETOWN, ,44.97876978,2007
STRPRD,E 33RD ST, ,SHARROW,1,COLLEGETOWN, ,24.046839299999998,2007
STRPRD,E 33RD ST, ,SHARROW,1,COLLEGETOWN, ,60.669474389999998,2007
STRPRD,E 33RD ST, ,SHARROW,1,COLLEGETOWN, ,66.783615650000002,2007
STRPRD,E 33RD ST, ,SHARROW,1,COLLEGETOWN, ,67.047801609999993,2007
STRPRD,E 33RD ST, ,SHARROW,1,COLLEGETOWN, ,529.10420571999998,0
STRPRD,E 33RD ST, ,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,47.61516546,2007
STRPRD,E 33RD ST, ,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,53.201597909999997,2007
STRPRD,E 33RD ST, ,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,60.49068922,2007
STRPRD,E 33RD ST, ,SIGNED ROUTE,2,COLLEGETOWN,COLLEGETOWN,55.255476940000001,2007
STRPRD,E 33RD ST,100 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,144.39740669,2007
STRPRD,E 33RD ST,100 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,144.48612449000001,2007
STRPRD,E 33RD ST,100 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,152.83580172000001,2007
STRPRD,E 33RD ST,100 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,153.11229954999999,2007
STRPRD,E 33RD ST,1000 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,695.96815229000003,2007
STRPRD,E 33RD ST,1000 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,696.89075421999996,2007
STRPRD,E 33RD ST,1200 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,393.37964994999999,2007
STRPRD,E 33RD ST,1200 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,395.63010100000002,2007
STRPRD,E 33RD ST,1300 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,374.67218879000001,2007
STRPRD,E 33RD ST,1300 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,714.41729230999999,2007
STRPRD,E 33RD ST,1400 BLK E 33RD ST,BIKE LANE,1,COLLEGETOWN, ,341.14931885999999,2007
STRPRD,E 33RD ST,1500 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,418.06602341000001,2007
STRPRD,E 33RD ST,1500 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,418.78141591999997,2007
STRPRD,E 33RD ST,1600 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,433.62879771000001,2007
STRPRD,E 33RD ST,1600 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,434.37819416000002,2007
STRPRD,E 33RD ST,1700 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,163.7524161,2007
STRPRD,E 33RD ST,1700 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,217.75413866,2007
STRPRD,E 33RD ST,1700 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,408.00949874999998,2007
STRPRD,E 33RD ST,1700 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,410.51965762999998,2007
STRPRD,E 33RD ST,1800 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,378.89247781,2007
STRPRD,E 33RD ST,200 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,385.00235734,2007
STRPRD,E 33RD ST,200 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,387.84862174,2007
STRPRD,E 33RD ST,300 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,39.672039509999998,2007
STRPRD,E 33RD ST,300 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,131.89907181999999,2007
STRPRD,E 33RD ST,300 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,133.09746895999999,2007
STRPRD,E 33RD ST,300 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,136.59306323999999,2007
STRPRD,E 33RD ST,300 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,156.03995614999999,2007
STRPRD,E 33RD ST,300 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,384.32670598999999,2007
STRPRD,E 33RD ST,300 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,386.39352875999998,2007
STRPRD,E 33RD ST,400 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,230.03370795000001,2007
STRPRD,E 33RD ST,400 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,232.46732564999999,2007
STRPRD,E 33RD ST,400 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,233.65467505999999,2007
STRPRD,E 33RD ST,400 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,234.28214266000001,2007
STRPRD,E 33RD ST,500 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,277.39549894999999,2007
STRPRD,E 33RD ST,500 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,282.25595493999998,2007
STRPRD,E 33RD ST,600 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,597.50770144000001,2007
STRPRD,E 33RD ST,600 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,602.14235756999994,2007
STRPRD,E 33RD ST,700 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,225.39561130999999,2007
STRPRD,E 33RD ST,700 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,364.94311751999999,2007
STRPRD,E 33RD ST,800 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,77.262288290000001,2007
STRPRD,E 33RD ST,800 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,151.89416054,2007
STRPRD,E 33RD ST,800 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,252.90174442,2007
STRPRD,E 33RD ST,800 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,404.14726422000001,2007
STRPRD,E 33RD ST,900 BLK E 33RD ST,SHARROW,1,COLLEGETOWN, ,528.57352244000003,2007
STRPRD,E 33RD ST,UNIT BLK E 33RD ST,BIKE LANE,1,COLLEGETOWN, ,179.76250830000001,2007
STRPRD,E 33RD ST,UNIT BLK E 33RD ST,BIKE LANE,1,COLLEGETOWN, ,220.23301026999999,2007
STRPRD,E 34TH ST, ,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,47.923396609999998,2007
STRPRD,E 34TH ST, ,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,51.940270429999998,2007
STRPRD,E BALTIMORE ST, ,BIKE LANE,1,SOUTHEAST BIKE NETWORK, ,77.273232719999996,2010
STRPRD,E BALTIMORE ST, ,SHARROW,1,SOUTHEAST BIKE NETWORK, ,64.631461180000002,2010
STRPRD,E BALTIMORE ST, ,SHARROW,2,SOUTHEAST BIKE NETWORK, ,33.934436920000003,2010
STRPRD,E BALTIMORE ST,1000 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,284.41546704000001,2010
STRPRD,E BALTIMORE ST,1100 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,75.606805320000007,2010
STRPRD,E BALTIMORE ST,1100 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,138.252645,2010
STRPRD,E BALTIMORE ST,1100 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,157.89083557000001,2010
STRPRD,E BALTIMORE ST,1200 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,400.30405969999998,2010
STRPRD,E BALTIMORE ST,1300 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,257.68003116,2010
STRPRD,E BALTIMORE ST,1400 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,214.34284099000001,2010
STRPRD,E BALTIMORE ST,1400 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,220.60329759999999,2010
STRPRD,E BALTIMORE ST,1500 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,197.21156787999999,2010
STRPRD,E BALTIMORE ST,1500 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,197.90875492000001,2010
STRPRD,E BALTIMORE ST,1600 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,245.29964293,2010
STRPRD,E BALTIMORE ST,1600 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,262.02727127999998,2010
STRPRD,E BALTIMORE ST,1700 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,135.60009717,2010
STRPRD,E BALTIMORE ST,1700 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,143.71316003999999,2010
STRPRD,E BALTIMORE ST,1700 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,277.39708911999998,2010
STRPRD,E BALTIMORE ST,1800 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,186.30675278000001,2010
STRPRD,E BALTIMORE ST,1800 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,189.87000162000001,2010
STRPRD,E BALTIMORE ST,1900 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,181.21848363000001,2010
STRPRD,E BALTIMORE ST,1900 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,185.71578647999999,2010
STRPRD,E BALTIMORE ST,2000 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,230.49698692000001,2010
STRPRD,E BALTIMORE ST,2000 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,263.10989567000001,2010
STRPRD,E BALTIMORE ST,2100 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,73.586445150000003,2010
STRPRD,E BALTIMORE ST,2100 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,95.506796480000006,2010
STRPRD,E BALTIMORE ST,2100 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,123.4622301,2010
STRPRD,E BALTIMORE ST,2100 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,163.29489344000001,2010
STRPRD,E BALTIMORE ST,2200 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,128.63682159999999,2010
STRPRD,E BALTIMORE ST,2200 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,183.68101672,2010
STRPRD,E BALTIMORE ST,2300 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,199.10463709999999,2010
STRPRD,E BALTIMORE ST,2300 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,202.32696089999999,2010
STRPRD,E BALTIMORE ST,2400 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,194.45465519999999,2010
STRPRD,E BALTIMORE ST,2400 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,205.575478,2010
STRPRD,E BALTIMORE ST,2500 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,206.0634517,2010
STRPRD,E BALTIMORE ST,2500 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,212.34010355999999,2010
STRPRD,E BALTIMORE ST,2600 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,196.66303987000001,2010
STRPRD,E BALTIMORE ST,2600 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,196.88114182999999,2010
STRPRD,E BALTIMORE ST,2700 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,198.67877166,2010
STRPRD,E BALTIMORE ST,2700 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,205.67459776000001,2010
STRPRD,E BALTIMORE ST,2800 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,195.30927364999999,2010
STRPRD,E BALTIMORE ST,2800 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,202.46688107,2010
STRPRD,E BALTIMORE ST,2900 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,200.65022139000001,2010
STRPRD,E BALTIMORE ST,2900 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,201.69573849,2010
STRPRD,E BALTIMORE ST,3000 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,203.48911921000001,2010
STRPRD,E BALTIMORE ST,3000 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,204.42091159,2010
STRPRD,E BALTIMORE ST,3100 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,72.768320700000004,2010
STRPRD,E BALTIMORE ST,3100 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,201.60988938,2010
STRPRD,E BALTIMORE ST,3200 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,128.33342576000001,2010
STRPRD,E BALTIMORE ST,3200 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,292.70089029000002,2010
STRPRD,E BALTIMORE ST,3300 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,414.17135532999998,2010
STRPRD,E BALTIMORE ST,3400 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,527.35848659999999,2010
STRPRD,E BALTIMORE ST,3600 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,525.71035554000002,2010
STRPRD,E BALTIMORE ST,3800 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,817.19001048999996,2010
STRPRD,E BALTIMORE ST,700 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,144.47006655999999,2010
STRPRD,E BALTIMORE ST,800 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,153.1043742,2010
STRPRD,E BALTIMORE ST,800 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,153.69447604999999,2010
STRPRD,E BALTIMORE ST,900 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,115.04751682,2010
STRPRD,E BALTIMORE ST,900 BLK E BALTIMORE ST,SHARROW,2,SOUTHEAST BIKE NETWORK, ,178.88211910999999,2010
STRPRD,E CLEMENT ST, ,SIGNED ROUTE,1, ,FT McHENRY,101.45057058,0
STRPRD,E CLEMENT ST,400 BLK E CLEMENT ST,SIGNED ROUTE,1, ,FT McHENRY,227.29768946999999,0
STRPRD,E CLEMENT ST,400 BLK E CLEMENT ST,SIGNED ROUTE,1, ,FT McHENRY,242.26159016,0
STRPRD,E CLEMENT ST,500 BLK E CLEMENT ST,SIGNED ROUTE,1, ,FT McHENRY,23.551672279999998,0
STRPRD,E CLEMENT ST,500 BLK E CLEMENT ST,SIGNED ROUTE,1, ,FT McHENRY,73.907364380000004,0
STRPRD,E CLEMENT ST,500 BLK E CLEMENT ST,SIGNED ROUTE,1, ,FT McHENRY,107.71911403999999,0
STRPRD,E CLEMENT ST,500 BLK E CLEMENT ST,SIGNED ROUTE,1, ,FT McHENRY,117.96464826,0
STRPRD,E COLD SPRING LANE, ,SIGNED ROUTE,1,COLLEGETOWN,COLLEGETOWN,18.47702219,2007
STRPRD,E GITTINGS ST, ,SIGNED ROUTE,1, ,FT McHENRY,100.05438065,0
STRPRD,E GITTINGS ST,200 BLK E GITTINGS ST,SIGNED ROUTE,1, ,FT McHENRY,117.23325604999999,0
STRPRD,E GITTINGS ST,200 BLK E GITTINGS ST,SIGNED ROUTE,1, ,FT McHENRY,119.02387405,0
STRPRD,E GITTINGS ST,300 BLK E GITTINGS ST,SIGNED ROUTE,1, ,FT McHENRY,114.49791415,0
STRPRD,E GITTINGS ST,300 BLK E GITTINGS ST,SIGNED ROUTE,1, ,FT McHENRY,122.20217814999999,0
STRPRD,E GITTINGS ST,400 BLK E GITTINGS ST,SIGNED ROUTE,1, ,FT McHENRY,112.20649388,0
STRPRD,E GITTINGS ST,400 BLK E GITTINGS ST,SIGNED ROUTE,1, ,FT McHENRY,130.77605926999999,0
STRPRD,E GITTINGS ST,400 BLK E GITTINGS ST,SIGNED ROUTE,1, ,FT McHENRY,229.57711144999999,0
STRPRD,E GITTINGS ST,500 BLK E GITTINGS ST,SIGNED ROUTE,1, ,FT McHENRY,124.94682686,0
STRPRD,E GITTINGS ST,500 BLK E GITTINGS ST,SIGNED ROUTE,1, ,FT McHENRY,204.3115176,0
STRPRD,E LANVALE ST, ,CONTRAFLOW,2,PLANNING TRAFFIC, ,20.929024259999998,2010
STRPRD,E LANVALE ST,100 BLK E LANVALE ST,CONTRAFLOW,2,PLANNING TRAFFIC, ,162.95835220000001,2010
STRPRD,E LANVALE ST,100 BLK E LANVALE ST,CONTRAFLOW,2,PLANNING TRAFFIC, ,165.99986061999999,2010
STRPRD,E LANVALE ST,200 BLK E LANVALE ST,CONTRAFLOW,2,PLANNING TRAFFIC, ,111.96553697,2010
STRPRD,E LANVALE ST,200 BLK E LANVALE ST,CONTRAFLOW,2,PLANNING TRAFFIC, ,116.96227981,2010
STRPRD,E LANVALE ST,200 BLK E LANVALE ST,CONTRAFLOW,2,PLANNING TRAFFIC, ,135.77833002,2010
STRPRD,E LANVALE ST,UNIT BLK E LANVALE ST,SHARROW,2,PLANNING TRAFFIC, ,87.830404920000007,2010
STRPRD,E LANVALE ST,UNIT BLK E LANVALE ST,SHARROW,2,PLANNING TRAFFIC, ,138.45062608000001,2010
STRPRD,E LANVALE ST,UNIT BLK E LANVALE ST,SHARROW,2,PLANNING TRAFFIC, ,229.31762634,2010
STRPRD,E LOMBARD ST, ,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,41.007455890000003,2009
STRPRD,E LOMBARD ST, ,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,80.732946560000002,2010
STRPRD,E LOMBARD ST, ,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,149.83700271000001,2009
STRPRD,E LOMBARD ST,100 BLK E LOMBARD ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,66.817325210000007,2009
STRPRD,E LOMBARD ST,100 BLK E LOMBARD ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,84.086723390000003,2009
STRPRD,E LOMBARD ST,100 BLK E LOMBARD ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,116.19174875,2009
STRPRD,E LOMBARD ST,100 BLK E LOMBARD ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,150.15760366999999,2009
STRPRD,E LOMBARD ST,200 BLK E LOMBARD ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,124.98173804,2010
STRPRD,E LOMBARD ST,200 BLK E LOMBARD ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,169.87500857000001,2010
STRPRD,E LOMBARD ST,300 BLK E LOMBARD ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,215.20873953,2010
STRPRD,E LOMBARD ST,400 BLK E LOMBARD ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,386.08328217000002,2010
STRPRD,E LOMBARD ST,500 BLK E LOMBARD ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,226.05986195,2009
STRPRD,E LOMBARD ST,500 BLK E LOMBARD ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,313.66726134999999,2009
STRPRD,E LOMBARD ST,700 BLK E LOMBARD ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,133.35034436000001,2009
STRPRD,E LOMBARD ST,700 BLK E LOMBARD ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,231.37977135,2009
STRPRD,E LOMBARD ST,UNIT BLK E LOMBARD ST,SHARED BUS BIKE,1,CHARM CITY CIRCULATOR, ,384.54043267999998,2009
STRPRD,E MONUMENT ST, ,SHARROW,1,OPERATION ORANGE CONE, ,77.016046220000007,0
STRPRD,E MONUMENT ST,1000 BLK E MONUMENT ST,BIKE LANE,1,OPERATION ORANGE CONE, ,117.64929629,0
STRPRD,E MONUMENT ST,1000 BLK E MONUMENT ST,BIKE LANE,1,OPERATION ORANGE CONE, ,289.61378567999998,0
STRPRD,E MONUMENT ST,1100 BLK E MONUMENT ST,BIKE LANE,1,OPERATION ORANGE CONE, ,189.81942677000001,0
STRPRD,E MONUMENT ST,1200 BLK E MONUMENT ST,BIKE LANE,1,OPERATION ORANGE CONE, ,513.59933113,0
STRPRD,E MONUMENT ST,1300 BLK E MONUMENT ST,BIKE LANE,1,OPERATION ORANGE CONE, ,268.98440434000003,0
STRPRD,E MONUMENT ST,1400 BLK E MONUMENT ST,BIKE LANE,1,OPERATION ORANGE CONE, ,214.43030956999999,0
STRPRD,E MONUMENT ST,1400 BLK E MONUMENT ST,BIKE LANE,1,OPERATION ORANGE CONE, ,219.34805354,0
STRPRD,E MONUMENT ST,1500 BLK E MONUMENT ST,SHARROW,1,OPERATION ORANGE CONE, ,789.38115304999997,0
